name	bin length	GC%	# contigs	# features	revised_tax	Genbank Accession	Biosample Accession	Other Accession	scg	completeness	contamination
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_19	613937	41.82	18	701	Nomurabacteria	MFUG00000000	SAMN04315420	None	38	0.8837	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_12	751899	42.77	19	818	Yanofskybacteria	MGJS00000000	SAMN04315422	None	39	0.907	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_14	617965	42.66	23	738	Zambryskibacteria	MHVR00000000	SAMN04315423	None	37	0.8605	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_32b	1011203	43.33	63	1047	Taylorbacteria	MHRK00000000	SAMN04315425	None	38	0.8837	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_13	833541	44.26	36	995	Giovannonibacteria	MFHO00000000	SAMN04315430	None	39	0.907	0.0
Candidatus_Azambacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_18	682654	44.41	20	747	Azambacteria	MEYO00000000	SAMN04315431	None	40	0.9302	0.0
Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_12	543220	46.91	30	616	Wildermuthbacteria	MHTW00000000	SAMN04315435	None	36	0.8372	0.0
Candidatus_Ryanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_48_12	990529	48.22	32	1141	Ryanbacteria	MHNR00000000	SAMN04315437	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_16	904852	48.39	46	1071	Kaiserbacteria	MFLD00000000	SAMN04315439	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_34	828497	48.41	26	882	Kaiserbacteria	MFLE00000000	SAMN04315440	None	41	0.9535	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_50_12	519497	49.16	35	630	Yanofskybacteria	MGJZ00000000	SAMN04315441	None	36	0.8372	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_02_FULL_51_14	935985	51.04	77	1020	Magasanikbacteria	MFQE00000000	SAMN04315443	None	36	0.8372	0.0233
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_55_17	582206	55.29	38	691	Kaiserbacteria	MFLJ00000000	SAMN04315447	None	41	0.9535	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_02_FULL_60_10	886499	59.42	97	939	Uhrbacteria	MGEA00000000	SAMN04315449	None	35	0.814	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_37_15	1072753	36.19	50	1182	Roizmanbacteria	MFZL00000000	SAMN04315451	None	39	0.907	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_40_13	1288562	39.52	70	1372	Gottesmanbacteria	MFJN00000000	SAMN04315456	None	41	0.9535	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_40_24	1311063	39.56	35	1360	Gottesmanbacteria	MFJO00000000	SAMN04315458	None	41	0.9535	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_15	769186	41.43	69	934	Curtissbacteria	MFBF00000000	SAMN04315460	None	35	0.814	0.0
Candidatus_Peribacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_16	917216	47.76	26	962	PER-ii	MFXT00000000	SAMN04315464	None	42	0.9767	0.0
Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_12	661502	46.38	48	774	Saccharibacteria	MGCP00000000	SAMN04315467	None	38	0.8837	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_02_FULL_34_9	687622	33.42	50	761	Staskawiczbacteria	MHOS00000000	SAMN04315488	None	34	0.7907	0.0
Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_17	1141344	38.9	38	1172	Buchananbacteria	MHII00000000	SAMN04315492	None	43	1.0	0.0
Parcubacteria_group_bacterium_RIFCSPHIGHO2_02_FULL_40_12	478164	39.42	23	565	Parcubacteria	MHXE00000000	SAMN04315493	None	40	0.9302	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_22	821145	41.81	30	899	Staskawiczbacteria	MHOT00000000	SAMN04315497	None	40	0.9302	0.0
Candidatus_Falkowbacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_9	648756	41.25	66	712	Falkowbacteria	MFFT00000000	SAMN04315498	None	36	0.8372	0.0
Candidatus_Nealsonbacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_13	524341	42.76	32	653	Nealsonbacteria	MHMD00000000	SAMN04315499	None	40	0.9302	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_02_FULL_44_12	456623	43.86	17	520	Taylorbacteria	MHRM00000000	SAMN04315503	None	36	0.8372	0.0
Candidatus_Falkowbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_15	847374	44.48	63	897	Falkowbacteria	MFFU00000000	SAMN04315507	None	39	0.907	0.0
Candidatus_Jorgensenbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_20	608199	45.07	31	668	Jorgensenbacteria	MFKJ00000000	SAMN04315508	None	42	0.9767	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_35	783811	44.8	50	879	Taylorbacteria	MHRP00000000	SAMN04315509	None	38	0.8837	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_29	1149516	46.08	43	1160	Uhrbacteria	MGDV00000000	SAMN04315513	None	43	1.0	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_11	587264	49.12	39	711	Kaiserbacteria	MFLC00000000	SAMN04315515	None	32	0.7442	0.0
Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_17	677744	49.43	10	766	Wildermuthbacteria	MHUA00000000	SAMN04315516	None	42	0.9767	0.0
Candidatus_Lloydbacteria_bacterium_RIFCSPHIGHO2_02_FULL_50_13	1296610	50.25	78	1513	Lloydbacteria	MHLL00000000	SAMN04315518	None	38	0.8837	0.0
Candidatus_Lloydbacteria_bacterium_RIFCSPHIGHO2_02_FULL_51_22	866097	50.17	56	975	Lloydbacteria	MHLN00000000	SAMN04315520	None	39	0.907	0.0
Candidatus_Adlerbacteria_bacterium_RIFCSPHIGHO2_02_FULL_52_17	454632	51.64	36	564	Adlerbacteria	MEWU00000000	SAMN04315521	None	37	0.8605	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_02_FULL_54_11	749779	53.66	58	863	Uhrbacteria	MGDY00000000	SAMN04315522	None	34	0.7907	0.0
Candidatus_Adlerbacteria_bacterium_RIFCSPHIGHO2_02_FULL_54_18	500731	54.16	25	609	Adlerbacteria	MEWV00000000	SAMN04315523	None	38	0.8837	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_55_20	880595	54.86	54	1010	Kaiserbacteria	MFLK00000000	SAMN04315524	None	39	0.907	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_02_FULL_57_19	958782	56.69	69	996	Uhrbacteria	MGDZ00000000	SAMN04315525	None	38	0.8837	0.0
Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_02_FULL_37_13	1087847	36.57	66	1197	Levybacteria	MFNZ00000000	SAMN04315527	None	38	0.8837	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_11	1553119	38.31	46	1679	Gottesmanbacteria	MFJL00000000	SAMN04315530	None	41	0.9535	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_14	1436413	38.35	72	1595	Gottesmanbacteria	MFJM00000000	SAMN04315531	None	40	0.9302	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_40_13b	857712	39.04	32	981	Roizmanbacteria	MFZQ00000000	SAMN04315533	None	38	0.8837	0.0
candidate_division_WWE3_bacterium_RIFCSPHIGHO2_02_FULL_38_14	941100	36.73	23	1013	WWE3	MEVD00000000	SAMN04315544	None	38	0.8837	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_12_FULL_37_23	1093306	37.59	45	1120	Roizmanbacteria	MFZX00000000	SAMN04315563	None	40	0.9302	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPHIGHO2_12_FULL_40_20	1155219	39.22	44	1230	Woesebacteria	MGGV00000000	SAMN04315566	None	39	0.907	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPHIGHO2_12_FULL_42_9	619231	41.46	44	716	Woesebacteria	MGGX00000000	SAMN04315568	None	33	0.7674	0.0
Candidatus_Blackburnbacteria_bacterium_RIFCSPHIGHO2_12_FULL_44_25	840956	44.09	39	946	Blackburnbacteria	MHCB00000000	SAMN04315569	None	40	0.9302	0.0
Candidatus_Amesbacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_14	960932	47.47	57	1100	Amesbacteria	MEXL00000000	SAMN04315570	None	38	0.8837	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPHIGHO2_12_FULL_44_22	643010	43.34	17	744	Giovannonibacteria	MFHU00000000	SAMN04315587	None	40	0.9302	0.0
Candidatus_Andersenbacteria_bacterium_RIFCSPHIGHO2_12_FULL_45_11b	883870	45.26	51	959	Andersenbacteria	MHHS00000000	SAMN04315588	None	41	0.9535	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_12_FULL_60_25	979332	59.84	37	956	Uhrbacteria	MGEH00000000	SAMN04315591	None	42	0.9767	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPHIGHO2_12_FULL_46_16	508674	45.58	47	580	Woesebacteria	MGGZ00000000	SAMN04315598	None	35	0.814	0.0
Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_49_19	687546	49.11	45	756	Saccharibacteria	MGCX00000000	SAMN04315601	None	40	0.9302	0.0
Candidatus_Colwellbacteria_bacterium_RIFCSPHIGHO2_12_FULL_43_12	439691	41.89	38	473	Colwellbacteria	MHIW00000000	SAMN04315613	None	37	0.8605	0.0
Candidatus_Harrisonbacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_16	458099	47.49	41	523	Harrisonbacteria	MHJH00000000	SAMN04315616	None	34	0.7907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_12_FULL_56_13	512403	55.92	34	609	Kaiserbacteria	MFLS00000000	SAMN04315617	None	38	0.8837	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPHIGHO2_12_FULL_37_16	1017965	36.79	27	1154	Daviesbacteria	MFDF00000000	SAMN04315618	None	38	0.8837	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPHIGHO2_12_FULL_43_12b	588280	42.93	30	629	Zambryskibacteria	MHVX00000000	SAMN04315645	None	38	0.8837	0.0
Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_47_17	768878	47.09	41	840	Saccharibacteria	MGCV00000000	SAMN04315657	None	35	0.814	0.0
Candidatus_Berkelbacteria_bacterium_RIFCSPHIGHO2_12_FULL_36_9	676094	35.26	60	729	Berkelbacteria	MEZV00000000	SAMN04315660	None	38	0.8837	0.0
Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_12_FULL_40_12	526072	39.84	40	594	Wildermuthbacteria	MHUC00000000	SAMN04315667	None	37	0.8605	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_12_FULL_37_29	629603	37.32	39	672	Nomurabacteria	MFUJ00000000	SAMN04315671	None	40	0.9302	0.0
Candidatus_Colwellbacteria_bacterium_RIFCSPHIGHO2_12_FULL_44_17	578317	44.02	45	627	Colwellbacteria	MHIX00000000	SAMN04315676	None	39	0.907	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_12_FULL_45_19b	603702	44.48	32	632	Yanofskybacteria	MGKD00000000	SAMN04315677	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_12_FULL_53_13	682109	52.44	38	739	Kaiserbacteria	MFLP00000000	SAMN04315679	None	38	0.8837	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_12_FULL_33_9	869865	32.94	59	946	Roizmanbacteria	MFZV00000000	SAMN04315681	None	35	0.814	0.0
Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_12_FULL_38_12	1115365	37.1	45	1137	Levybacteria	MFOH00000000	SAMN04315683	None	40	0.9302	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_12_FULL_44_10	550404	42.99	57	662	Roizmanbacteria	MGAE00000000	SAMN04315686	None	31	0.7209	0.0
Candidatus_Woykebacteria_bacterium_RIFCSPHIGHO2_12_FULL_45_10	613186	44.55	46	685	Woykebacteria	MHCZ00000000	SAMN04315687	None	36	0.8372	0.0465
Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_41_12	856182	41.17	9	894	Saccharibacteria	MGCQ00000000	SAMN04315689	None	40	0.9302	0.0
Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_21	532591	47.39	47	601	Saccharibacteria	MGCW00000000	SAMN04315690	None	36	0.8372	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_12_FULL_38_11	435488	37.89	36	506	Staskawiczbacteria	MHOV00000000	SAMN04315735	None	34	0.7907	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_12_FULL_42_19	656088	41.16	11	677	Nomurabacteria	MFUM00000000	SAMN04315737	None	41	0.9535	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_12_FULL_44_29b	599649	43.88	20	659	Yanofskybacteria	MGKC00000000	SAMN04315738	None	39	0.907	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_12_FULL_45_16	754352	44.68	12	786	Taylorbacteria	MHRT00000000	SAMN04315739	None	41	0.9535	0.0
Candidatus_Kerfeldbacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_17	1218737	48.04	45	1183	Kerfeldbacteria	MHKD00000000	SAMN04315742	None	41	0.9535	0.0
Candidatus_Adlerbacteria_bacterium_RIFCSPHIGHO2_12_FULL_53_18	539999	52.9	18	630	Adlerbacteria	MEWW00000000	SAMN04315743	None	38	0.8837	0.0
Candidatus_Blackburnbacteria_bacterium_RIFCSPHIGHO2_12_FULL_41_13b	820764	40.83	60	907	Blackburnbacteria	MHCA00000000	SAMN04315749	None	35	0.814	0.0
Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_47_16b	793886	46.62	29	882	Saccharibacteria	MGCU00000000	SAMN04315753	None	40	0.9302	0.0
Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_12_FULL_44_26	890527	44.12	14	959	Ryanbacteria	MHOA00000000	SAMN04315773	None	41	0.9535	0.0
Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_12_FULL_38_22	623063	37.95	24	681	Spechtbacteria	MHOK00000000	SAMN04315782	None	38	0.8837	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPLOWO2_12_FULL_43_12	1049968	43.21	34	1058	Magasanikbacteria	MFQN00000000	SAMN04315788	None	41	0.9535	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_12_FULL_46_14	525811	46.09	45	614	Nomurabacteria	MFVV00000000	SAMN04315794	None	37	0.8605	0.0
Candidatus_Doudnabacteria_bacterium_RIFCSPLOWO2_12_FULL_47_12	913292	47.64	31	1038	Doudnabacteria	MFFJ00000000	SAMN04315795	None	41	0.9535	0.0
Candidatus_Moranbacteria_bacterium_RIFCSPLOWO2_12_FULL_48_12	990630	47.77	55	1083	Moranbacteria	MFSB00000000	SAMN04315797	None	39	0.907	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_12_FULL_41_16	995255	41.58	30	1103	Curtissbacteria	MFBZ00000000	SAMN04315804	None	43	1.0	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPLOWO2_12_FULL_37_15	609227	36.95	54	733	Staskawiczbacteria	MHPE00000000	SAMN04315833	None	32	0.7442	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_12_FULL_39_16	539271	38.63	26	604	Zambryskibacteria	MHWS00000000	SAMN04315834	None	39	0.907	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_12_FULL_40_42	767545	40.53	32	877	Nomurabacteria	MFVS00000000	SAMN04315836	None	40	0.9302	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_12_FULL_41_11	1310180	41.32	45	1440	Sungbacteria	MHQY00000000	SAMN04315837	None	41	0.9535	0.0
Candidatus_Jorgensenbacteria_bacterium_RIFCSPLOWO2_12_FULL_42_11	528733	42.11	38	626	Jorgensenbacteria	MFKM00000000	SAMN04315838	None	37	0.8605	0.0233
Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_12_FULL_43_20	1008403	43.01	38	1071	Taylorbacteria	MHSK00000000	SAMN04315840	None	42	0.9767	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_12_FULL_44_15	745416	44.0	32	895	Giovannonibacteria	MFIQ00000000	SAMN04315842	None	40	0.9302	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_12_FULL_47_20	758080	46.99	54	827	Taylorbacteria	MHSN00000000	SAMN04315847	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_12_FULL_50_10	819113	50.38	28	891	Kaiserbacteria	MFMN00000000	SAMN04315850	None	39	0.907	0.0
Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_12_FULL_60_15	576937	59.79	46	671	Liptonbacteria	MHLD00000000	SAMN04315852	None	40	0.9302	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_12_FULL_39_17	907069	38.6	47	993	Levybacteria	MFPJ00000000	SAMN04315854	None	39	0.907	0.0
Candidatus_Peribacteria_bacterium_RIFCSPLOWO2_12_FULL_53_10	1147819	52.63	81	1246	PER-ii	MFYF00000000	SAMN04315857	None	42	0.9767	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_12_FULL_45_26	962580	45.1	1	1010	Kaiserbacteria	MFMM00000000	SAMN04315878	None	42	0.9767	0.0
Candidatus_Niyogibacteria_bacterium_RIFCSPLOWO2_12_FULL_41_13	562351	40.41	26	659	Niyogibacteria	MHMS00000000	SAMN04315890	None	34	0.7907	0.0
Candidatus_Kuenenbacteria_bacterium_RIFCSPLOWO2_12_FULL_42_13	731629	41.97	53	763	Kuenenbacteria	MFNA00000000	SAMN04315891	None	41	0.9535	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_12_FULL_43_11c	796513	42.93	35	957	Giovannonibacteria	MFIO00000000	SAMN04315892	None	41	0.9535	0.0
Candidatus_Falkowbacteria_bacterium_RIFCSPLOWO2_12_FULL_45_13	938303	44.41	61	885	Falkowbacteria	MFFY00000000	SAMN04315897	None	37	0.8605	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_12_FULL_50_28	601349	49.72	52	663	Kaiserbacteria	MFMO00000000	SAMN04315903	None	35	0.814	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_12_FULL_37_14	818109	36.81	68	951	Levybacteria	MFPH00000000	SAMN04315905	None	38	0.8837	0.0
Candidatus_Peribacteria_bacterium_RIFCSPLOWO2_12_FULL_55_15	895810	54.44	24	961	PER-ii	MFYG00000000	SAMN04315910	None	42	0.9767	0.0
candidate_division_WWE3_bacterium_RIFCSPLOWO2_12_FULL_36_10	729680	35.37	47	869	WWE3	MEVN00000000	SAMN04315914	None	31	0.7209	0.0
Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_8	574458	37.07	48	642	Spechtbacteria	MHOJ00000000	SAMN04315939	None	36	0.8372	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_39_26	611437	39.15	28	659	Zambryskibacteria	MHWN00000000	SAMN04315940	None	39	0.907	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_41_13	1022463	40.8	26	1074	Yanofskybacteria	MGKQ00000000	SAMN04315942	None	41	0.9535	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_44_12b	484884	43.31	30	609	Zambryskibacteria	MHWP00000000	SAMN04315948	None	34	0.7907	0.0
Candidatus_Jacksonbacteria_bacterium_RIFCSPLOWO2_02_FULL_44_20	1072735	43.84	41	1131	Jacksonbacteria	MHJU00000000	SAMN04315949	None	42	0.9767	0.0
Candidatus_Harrisonbacteria_bacterium_RIFCSPLOWO2_02_FULL_45_10c	546056	44.64	35	620	Harrisonbacteria	MHJM00000000	SAMN04315951	None	37	0.8605	0.0233
Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_02_FULL_45_11c	669974	44.44	55	807	Ryanbacteria	MHNY00000000	SAMN04315952	None	33	0.7674	0.0
Candidatus_Buchananbacteria_bacterium_RIFCSPLOWO2_02_FULL_46_11b	1028533	45.26	73	1087	Buchananbacteria	MHIR00000000	SAMN04315955	None	40	0.9302	0.0
Candidatus_Komeilibacteria_bacterium_RIFCSPLOWO2_02_FULL_48_11	1087364	46.98	59	1180	Parcubacteria	MHKO00000000	SAMN04315958	None	34	0.7907	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_51_9	667850	50.33	55	719	Magasanikbacteria	MGES00000000	SAMN04315963	None	32	0.7442	0.0
Candidatus_Lloydbacteria_bacterium_RIFCSPLOWO2_02_FULL_54_12	1366402	54.19	68	1496	Lloydbacteria	MHLS00000000	SAMN04315964	None	42	0.9767	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_36_11	1226552	35.98	28	1295	Roizmanbacteria	MGAV00000000	SAMN04315966	None	41	0.9535	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_02_FULL_36_8b	872306	35.91	84	983	Levybacteria	MFPA00000000	SAMN04315967	None	35	0.814	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_18	1074601	38.24	44	1267	Daviesbacteria	MFDW00000000	SAMN04315969	None	40	0.9302	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_40_13	925264	39.98	25	1052	Roizmanbacteria	MGBA00000000	SAMN04315972	None	39	0.907	0.0
Candidatus_Campbellbacteria_bacterium_RIFCSPLOWO2_02_FULL_35_11	523537	34.97	42	574	Campbellbacteria	MFAD00000000	SAMN04316006	None	34	0.7907	0.0
Candidatus_Portnoybacteria_bacterium_RIFCSPLOWO2_02_FULL_40_15	687301	38.52	36	736	Portnoybacteria	MHNG00000000	SAMN04316008	None	40	0.9302	0.0
Candidatus_Harrisonbacteria_bacterium_RIFCSPLOWO2_02_FULL_41_13b	839317	40.01	38	930	Harrisonbacteria	MHJL00000000	SAMN04316012	None	41	0.9535	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPLOWO2_02_FULL_44_11	983287	44.42	56	1055	Magasanikbacteria	MFQK00000000	SAMN04316017	None	36	0.8372	0.0
Candidatus_Colwellbacteria_bacterium_RIFCSPLOWO2_02_FULL_45_11	531354	45.21	32	644	Colwellbacteria	MHJA00000000	SAMN04316021	None	38	0.8837	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_02_FULL_45_28	886299	44.59	29	1057	Giovannonibacteria	MFIM00000000	SAMN04316024	None	41	0.9535	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_47_9b	557064	46.43	49	729	Yanofskybacteria	MGKW00000000	SAMN04316027	None	37	0.8605	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_48_12	795264	47.21	64	893	Uhrbacteria	MGEP00000000	SAMN04316028	None	39	0.907	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_48_18	1074415	47.19	10	1139	Uhrbacteria	MGEQ00000000	SAMN04316029	None	42	0.9767	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_49_11	967388	48.88	78	1030	Uhrbacteria	MGER00000000	SAMN04316030	None	35	0.814	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_02_FULL_51_17	1242788	51.1	49	1358	Sungbacteria	MHQW00000000	SAMN04316032	None	41	0.9535	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_02_FULL_59_19	805717	58.37	42	916	Kaiserbacteria	MFML00000000	SAMN04316035	None	39	0.907	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_36_7	727190	35.79	75	917	Daviesbacteria	MFDT00000000	SAMN04316036	None	32	0.7442	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_02_FULL_37_11	495529	36.5	45	585	Levybacteria	MFPC00000000	SAMN04316037	None	37	0.8605	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_43_10	926317	42.17	60	1042	Roizmanbacteria	MGBC00000000	SAMN04316044	None	35	0.814	0.0
Candidatus_Beckwithbacteria_bacterium_RIFCSPLOWO2_02_FULL_47_23	672036	47.16	68	853	Beckwithbacteria	MEZQ00000000	SAMN04316045	None	38	0.8837	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPLOWO2_02_FULL_47_16	1110770	46.86	10	1075	Magasanikbacteria	MFQL00000000	SAMN04316062	None	41	0.9535	0.0
Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_02_FULL_42_10	467106	41.69	40	566	Azambacteria	MEYU00000000	SAMN04316070	None	39	0.907	0.0
Candidatus_Portnoybacteria_bacterium_RIFCSPLOWO2_12_FULL_39_9	738770	39.56	37	804	Portnoybacteria	MHNH00000000	SAMN04316076	None	40	0.9302	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_43_10b	548317	42.26	51	612	Yanofskybacteria	MGKS00000000	SAMN04316080	None	35	0.814	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_02_FULL_43_54	740563	43.47	47	894	Giovannonibacteria	MFIK00000000	SAMN04316082	None	38	0.8837	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_02_FULL_44_12	630629	43.87	32	747	Nomurabacteria	MFVP00000000	SAMN04316083	None	39	0.907	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_02_FULL_44_35	583801	44.34	32	670	Taylorbacteria	MHSF00000000	SAMN04316085	None	36	0.8372	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_45_18	627228	45.53	23	676	Yanofskybacteria	MGKV00000000	SAMN04316089	None	41	0.9535	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_46_25	1070568	46.74	19	1148	Uhrbacteria	MGEO00000000	SAMN04316091	None	42	0.9767	0.0
Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_02_FULL_47_14	815215	46.73	43	918	Ryanbacteria	MHNZ00000000	SAMN04316092	None	38	0.8837	0.0
